,labels,comments
932,ham,The so called replica is as good as the original. No one is going to check your watch with a microscope to spot the difference.
933,ham,"I buy watches for the case design or the dial art, I don't care about the movement as long as it works I've had more Swiss movements just stop working for no reason unlike the Japanese  movements that seem to be bullet proof.  I would rather buy the ""fake"" cause I'm not a pretentious douche that needs to show off how much money I have to other people by buying a name.  I wouldn't call the fake one a fake. I'd call it a copy.  they still had to put a lot of time and energy into making it.  And as long as it's not being passed of as a  legit one and Is a fair price I would buy it.  where can I get one?"
934,ham,fake is on the right and the only tell is the finish appears smoother on the left
935,ham,"Buying & Supporting Made in Swiss Products to Preserve Great Craftmanships & Good Working Environment for the Employees! We should go & witness by ourselves just how Bad the treatments & working conditions of these "" Sweat Shops "" are in these Third World Countries! If we keep on supporting these Money Minded but Heartless Contract Bosses ... Our children might end up working under these ruthless businessmen! 🕯"
936,ham,The clone does the same thing... maybe even better
937,ham,Jenni you are truely a lovely woman
938,ham,"Of course, they cannot be distinguished, since the original and the fake are made in China"
939,ham,"Now she has told  everyone and the replica producer what's wrong with the replica. The next generation will be even harder to tell apart from the original. 

People will buy the replica for 1000-2000 dollar and think they bought the real one, not knowing how much the original costs, which is way more. It's good we got someone to tell us what to avoid."
940,ham,"I find it hilarious when I hear people say that a brand name replica is a fake.  If it keeps time, its a real watch.  I pity the fools that spend such massive amounts of money on unimportant objects to elevate their status•"
941,ham,"I picked the colour difference up basically straight away. But that is one fine copy. If it weren't for the scheming intentions behind this fake, I'd almost have to congratulate them on a job well done!"
942,ham,"Anyone knows the website of the fakes? I'm down for it, seriously"
943,ham,"I think you are missing the point about replica watches..First of all im not defending the replica manufacturers.. But I think it brings  a valuable lesson here that some of you don’t see or pretend not to see the ugly truth... If the chinese can replicate a high end watch like a PP down to the movement and all mechanism, even if its not a 100% but maybe 90% replica.. it tells you that these manufactures are charging an obscene amount of money for a genuine high end watch.. let me put it in other words, these manufacturers in china spend maybe 150 to 200 usd to manufacture a 1:1 clone of a 57000 Usd watch, how much do you think Patek spends to manufacture such watch? Do you think they spend 80% or 70% of the retail price? Of course not..Im not saying they spend 200 usd like the chinese, obviously they use better material and machinery.. but I think it would be safe to say they spend around 2 or 3 k usd to manufacture a watch worth 57000 usd.. Think about it !!"
944,ham,You need to do a wrist check Jenni.
945,ham,"Stop buying clones so that you can get views....... You are funding the criminal Underworld. The biggest tell your are buying a fake patak will be the price, it's not rocket science. Anyone spending $60,000 on a watch isn't going to be handing it over on eBay. You're fooling nobody...."
946,ham,"The fake is brilliant, but it’s still 100% fake, even if it matches the genuine article 100%. It’s about time that these fake watch manufacturers started designing their own watches now that they have got hold of advanced manufacturing equipment to stamp out decent quality parts for their fake production lines."
947,ham,"Seems like the comment section is filled with people who doesn’t understand watches and came across this video because it went sort of viral. Hi, welcome: $1000 Jordans and Yeezys are even more overpriced given the fact that they are made by some kid in god know where. Unlike the overpriced sneakers you like to buy “expensive” watches shows you the work of artist and watchmakers working together to build something as close to perfection as possible. That’s why a real enthusiast is able to spot so many imperfections in a fake watch. The same way no one buys a million dollar painting to cover a hole in the wall, no one buys a 200k watch to see the time"
948,ham,Sold...where can I buy the fake!
949,ham,Just change fake lable to real and real lable to fake.. and we will believe that too
950,ham,"Sometimes another good way to tell if it is a real or a fake is to ask the seller to put it on a timegrapher. These replicas very rarely manage to perform within the specifications that the original does. If the seller refuses, maybe don't trust them"
951,ham,The right one is a fake
952,ham,if the fake one sale for $99.99 it will be a big hit!
953,ham,My citizen looks better
954,ham,So where do they sell this horrendous fakes again? asking for a friend
955,ham,Give us a link so we can all buy the replica please Jenni.
956,ham,I would never pay that much for a watch. Ridiculous. Thank goodness for fake ones. Lol. It's not my favorite watch design regardless. It's amazing craftsmanship and detail but for that kind of price I'd buy a new car.
957,ham,"Fake Ist Fake , and crime , second Swiss watch for ever ,fake months ."
958,ham,"Has she said from the beginning to the end of this video, that the replica was made in China? Why do so many people satirize China here?"
959,ham,"The replica looks better.
1. I am not ok with companies charging 60,000 for something that still won’t keep time as well as a  Japanese quartz. 
2. If you can’t tell at a glance that a fake is a fake, then why get the real one? "
960,ham,"I think the one on the left is fake, but frankly, it's just a guess."
961,ham,I'd buy the replica! 😂
962,ham,"Amazing the comments by some watch enthusiasts.
You can wireless earbuds from your local garage for £20, you can buy air pods for £130, Sennheiser for £270 or custom made In Ear Monitors for £3000.
Each step up is reflected in a linear £ for quality increase. It is more of exponential graph & quality isn't just the sound, its the reliability. "
963,ham,There are no fake Vostok Amphibias.
964,ham,"If the 500 euro watch is well built and has a pretty accurate movement, them why the hell shouldn’t you buy it?
And serious: 60k for a steel watch???"
965,ham,"The real 60000 euro mistake would be to buy the original, just because it's original. It's a simple movement, and the design is half a century old. The design and development costs have long been payed for, and the basic steel one doesn't justify this price at all, just because it has a slightly better movement.
If you can have about 90% of the quality for 59500 euros less, than it's really foolish to pay that much for a frickin' watch... whatever the watch purists say, it's not worth it. Only people who are so rich they have nothing better to spend on will buy at that price... for us regular folks, there are the replicas in every price range if we like a particular watch, but no way in hell we could afford the original."
966,ham,Not matter how good they copied. U know himself that u have a Replika on wrist. thats enuff. u liying yourself. and no watch Worth 60k. its only Merchandising that make the price high
967,ham,I will start a microbrand called Fillip Patel and sell that watch.
968,ham,"For the same money I think I'll take the fake, and a Corvette. Most women probably don't care about me having a Patek Philippe."
969,ham,Not sure what a fake watch is .I  know what a copy of a premium brand watch is.
970,ham,the crown of the replica is even better than the gen
971,ham,Where ur buy this amazing and perfect cheap patek?
972,ham,Both ugly. .
973,ham,"To be honest. I don’t want to pay 60k for Gerald Genta’s legendary design. I’d rather have it for 500. This is a hobby, not a bankruptcy contest."
974,ham,Am I correct in thinking the real Patek movement doesn't hack? If the fake is based on a Miyota then that possibly will hack when the crown is pulled out.
975,ham,Man this comment section is super toxic. If you have a shit ton of money and you want to spend some of it on a high end precision time piece/piece of jewelry good on you. If not that’s fine you can get a great watch for a reasonable price. But scamming people by making a fake a product is not cool.
976,ham,"That shows you overpriced watches is stupid. I dont understand why a man will buy a house on his wrist. It's a joke, no watch should be worth that kind of money"
977,ham,I don't like fakes but you have to commend the effort and quality...
978,ham,"I like the fake better for the cheap price...😂🤣😅,even if I have the money,I won't spend 60k in a watch..!"
979,ham,this shows that paying tens of thousands of dollars on watches is idiotic and absurd.  This 60 thousands dollar watch was replicated under 500 dollars and needs magnifying glass to tell the difference. lol how stupid.
980,ham,I like The klone. I colekt klone watch.🙂
981,ham,"I feel sorry for the people with such low self esteem that they have to buy a fake watch, you are basically lying to people and yourself every time you wear it, sad. No I can't afford a 60k watch but even if I could I would not own a PP 5711 a Sub or a Royal Oak as most people will just assume it's a fake."
982,ham,I would pay $300USD for the fake
983,ham,"i wouldn't personally buy a fake for either 500 euro or 60k euro. But honestly, I don't see so much difference in the original PP to be ready to pay 59500 euro more for it. You can find good microbrand homage to Nautilus for 500 euro and you won't need to wait a lifetime to buy them, like you would with the original"
984,ham,"The problem remains I will get my hand chopped off for £500 rather than £60,000"
985,ham,There is no pleasure in owning a fake watch
986,ham,The Fake is the best hhhhh
987,ham,If you let Jeff Bezos wear the fake one everyone would guess wrong including Jenni Elle !!!
988,ham,So a Patek Phillipe watch is a overpriced watch that only stupid people buy and can be made for 500 dollar and stupid people pay 60000 dollar for just to see what time it is.
989,ham,ill buy the fake
990,ham,There is thousands of idiots that blew 60 grand on fake watch but at the end of the day they didn't spend their own 60 grand. No one buys 60 grand watch with money they actually earned with own hands
991,ham,Where I can buy fake patek.
992,ham,Only a stupid spend 60k for a watch
993,ham,I'm okay with replica :)
994,ham,"But you will need a microscope to see all these ""imperfections""!"
995,ham,"You could really leave out the mixed hyper american and british accents. A native speaker can tell that you aren't one and thats fine, but trying an accent and then mixing them up is pretty confusing. Good video though :)"
996,ham,who wares such a ugly watch? I don't care if it have millions parts with brain neurons complications that can access your consciousness... it's an ugly design.
997,ham,"Alright, Alright......... It's BEAUTIFUL to see a LADY into watches!   😏  🌷  👍"
998,ham,Both have horrible design
999,ham,"Wow, the Patek movement engraving looks amazing in detail. Seems like a step too far ... but I guess that's why it's a Patek."
1000,ham,4:41 some dust on the glass or?
1001,ham,"There are imperfections on the real watch too(6:11), a dust particle maybe. But the dial material on two watches is obviously different under magnifying glass."
1002,ham,Finishing is pretty damn good - i mean if u need a loop to tell a difference...   if these dummies put effort into making their own watches they'd probably do a good job
1003,spam,3:21 / 3:24 the movement movement
1004,ham,I'll take 2 replicas and and an order of fries with that to go.
1005,ham,"Great video, though I wish we would all stop using the term 'replica' or 'clone' and refer to them only as 'fake'. The lack of respect for Intellectual Property in countries that allow this to happen is pathetic."
1006,ham,Thank you 🙏 ✔️
1007,ham,"Mrs Jenni you are absolutely adorable,, and your videos are very clear, concise and, honestly now my favorite watch videos.
Even if it was not an adorable you I will still watch these videos. Thank you ma'am."
1008,ham,"Great review, you're the biggest treasure here."
1009,ham,I can't even afford the replica.  🤣
1010,ham,"Could you please stop using the word ""replica"" in your videos and change that for ""counterfeit"" for instance?
Some of your videos seem as though the pay respect to forgery.
This is a serious matter and selling fakes is considered a crime in many countries."
1011,ham,"I had it right within a split second because you had a reference watch. The ""Geneve"" writing gave it away.

So I just watched the entire video, this is my afterthoughts of the lettering. Take a closer look at the lettering when you had those watches far away, the fake Geneve looks less sharp than the real Geneve lettering. "
1012,ham,This video might be the best drinking game of all time. Just take a shot everytime she says authentic. You will pass out long before the end.
1013,ham,China Fake Watch COMPANY (CFWC) : Thank you for the improvement recommendations. Please review our new version 2.0.
1014,ham,"Excellent Jenni, replicas have come on significantly in quality since the 80`s nicely presented, thank you, regards Andrew"
1015,ham,1:11 the right one seems fake
1016,ham,An old man from 1970 called. He wants his watch back.
1017,ham,"I'm honest: I recognized it immediately, from the color tone of the dial, my uncle has a Nautilus and I see it every day.  But otherwise it would have been difficult ..."
1018,ham,"Great video! Also the bracelet is different; on the replica there is a gap, a little step, between the case and the first mesh."
1019,ham,"Archie Luxury told me none of your viewers are real viewers.... So now I'm not sure I'm real.  

Though I suppose my complete lack of interest in Patek is likely enough for Archie to consider me not real. Keep up the great work!"
1020,ham,"Maybe I missed it, but does it also tell the time correctly? :)"
1021,ham,"Hi Jenni, the tip regarding the hands, what magnification is required to see them?"
1022,ham,Please fix that nails. I cannot emphasize to express my horror seeing dirt under your nails. C'mon
1023,ham,I just don't understand how PP convince people that their watch worth 60K? Replica is not 120 times worse than original. Maybe 3 times only
1024,ham,I'll just keep my Timex--thank you
1025,ham,"I’d plump for the rep any day. Cheaper, looks as good, tells the time like the real one and if you lost it, broke it or were mugged for it, it wouldn’t be such a loss. And besides I can’t afford to pay for a real one, plus I don’t really like them anyway, I prefer my replica omega plant ocean, has kept perfect time over the last 4 years, it’s fooled jewellers so it must be good."
1026,ham,"You kind of are helping the counterfeiters, by using words like high end and gushing over how it’s such a good replica."
1027,ham,"then you have not seen the AP ROO, 3 companies in china make AP watches, one is just like an original cost 500 USD..."
1028,ham,They're Getting Better....😮
1029,ham,all you have to do is look at the edges of the hour and minute hand!......the real watch has very shiny well-finished hour and minute hand!
1030,ham,They used to sell for 50 USD...Covid effect?
1031,ham,That amplitude regulator was the dead giveaway.
1032,ham,How can the finishing both be slightly\ significantly different ? I think you mean to say with your eyes they are about the same looking but under magnification the you see a bigger difference ?
1033,ham,"I'd say the one on the left is real, the face just looks smoother to me, but I'll find out soon"
1034,ham,I hate bootlegs!!! Where exactly do they sell those so that I can avoid them. Lol
1035,ham,4:39 still amazing that for the money PP don't polish the underside of the second hand.
1036,ham,Wow for a replica it’s beautiful. It’s funny they never get the proportions right.
1037,ham,"Who can to buy a Patek Philippe, has the money to buy protection. With your clone, you could suffer some problem on the streets :)"
1038,ham,Amazing video you awesome !
1039,ham,"Won't lie, these watches are great if you are going for a night out and don't want to risk a looter / mugger taking your grail..."
1040,ham,Where do you find these super clone replicas?
1041,ham,Can tell by the “Patek” font when compared side by side
1042,ham,60.000€ union job.
1043,ham,"Jenni, tell me where you bought the fake watch.  :-)  
I can buy the same or another, please tell us."
1044,ham,after your video replica get more better quality )))
1045,ham,"love the channel, Jenni! some may say this is educational regarding spotting fakes but i feel simply giving this watch publicity only compounds the problem down the road. not only will more people buy the fake but the fakers will only get better too. just saying..."
1046,ham,Pants in Horology House
1047,ham,"I always wondered what China does with the one real watch they buy to base all the copies after. Does the boss keep it? And even if he does,who would believe it's real outside the Chinese factory?
It's almost like there is no real luxury in China. It's all copied and substandard crap."
1048,ham,Left is real. Only tell by the line from the watch head through the top of the bracelet.
1049,ham,cant even afford the replica.
1050,ham,Are the parts interchangeable? I'm very curious. Because if they are... that is a perfect clone.
1051,ham,She's cute
1052,ham,0:18 the watch shown in intro had scratches on the right side. As no content creater would put a fake watch on their intro so I look for that scratch when looking at them both at the same time and I know the one with scratches is the real one.easy.
1053,ham,left is authentic?
1054,ham,"the fact that you are comparing them,  gives to the replica a great boost for glory and pride.  i will choose the replica always, even i had 1 trillion $ in my account. question of morality. the real cost of the patek is not more than 2-3000 , in my opinion. all the rest is money for the yachts, homes, party, jewelery, trips, of the owners"
1055,ham,btw  dear jenni. please post he link of the replica website. this one was really nice.
1056,ham,When even watch experts struggle to tell the difference it just tells you how the luxury brands hike their prices up! The genuine Patek might well be worth 6k but 60k!!??
1057,ham,Link to the replica?
1058,ham,The conclusion is it’s more than dumb to buy a $60 000 watch you are basically buying a very expensive name rather than a watch.
1059,ham,"little in microscopic difference but only 1/120 of that REAL price,what can a poor consumer demand more?"
1060,ham,"you are reviewing the v3 of the fake, the v4 just got released haha"
1061,ham,who pays 500 euros into a fake watch!!! in that budget you can buy something really nice.
1062,ham,Where my r/chinarep boys?
1063,ham,where do i get the fakes? please direct me @Jenni Elle
1064,ham,"and which Jewellery retailer did you work for?   It's just I worked for 2, and I'd struggle to tell a fake from real.     You may be correct,  as your fake is just too bad and thus easy to tell - but a proper fake?  and I doubt you'd know, as real fakes are so good the only way to tell is to open up the back and check the parts,  except that also requires special knowledge which most people wouldn't have."
1065,ham,"I have an F900 Citizen Satellite Wave in titanium. It has a sapphire bezel. It is always correct to the second because of its GPS synch. When I go abroad, it automatically moves to the correct time zone. It has an alarm loud enough to wake me from any stage of sleep, it's waterproof to 10 atmospheres, it has a chronograph function, and it tells me the day of the week in case I forget."
1066,ham,Nice video but please check you audio volume and do it up to broadcasting standard. Its way too quiet.
1067,ham,What’s the link for the rep watch? Thanks
1068,ham,I'd like know where u buy the clone from for research purpose of course.
1069,ham,Where can I get that replica quality?
1070,ham,they both look same
1071,ham,"I was going to edit my original comment to add this, but the date dial, is it just me or on the fake does the numbers look slightly bolder (thicker) than the original?"
1072,ham,Where do I buy that replica???
1073,ham,Where can i buy this replica
1074,ham,Where can I buy the replica watch?
1075,ham,"I have a rep 5711 just as good as this, ill never be able to afford the real thing, yet I absolutely love the watch. Its thin compared to any expensive automatic watch"
1076,ham,"So if tomorrow there would be absolutely no difference with the original watch, questions is why would I pay this much money?"
1077,ham,"Left is real, i think."
1078,ham,Hello.
1079,ham,"60k  watch I will not buy used. So no chance of getting scammed, but for 500 bucks, I will but that replica."
1080,ham,Nothing about the weight?
1081,ham,Pretty impressive. Biggest giveaway in my opinion however is the shallow crown guards on the rep.
1082,ham,where can we got one lol
1083,ham,"The $60000 mistake is buying the authentic, 🧐 I can save all that $$$$ and have the same thing for $500  and not have to worry about getting it stolen."
1084,ham,China has entered the chat
1085,ham,"On one hand, this video is good for helping us consumers learn the differences.  On the other hand, this video is also good for helping fakers learn which parts they need to fix to make better fakes."
1086,ham,The brush of the stainless steel was so obvious from the first shot... and the genuine articles case was significantly more obviously aesthetically pleasing...
1087,ham,"looks similar but no same :-) its about experience , so who wore fake watches has fake mindset :)"
1088,ham,Hard to compare one watch cost 50k the other 500 bucks
1089,ham,"Hey, where's the link to buy the replica?!"
1090,ham,People are saying the real is a ripoff but they forget that the real watch holds its value if not most of the time increase in value.
1091,ham,I think alot of people will be more impressed with the replica than the real Nautilus itself.
1092,ham,"If the replica was made by a real Swiss watch manufacturer as it is now they would charge atleast £20,000 not 500 euros lol"
1093,ham,is there a website for this watch ?
1094,ham,Authentic on the left.
1095,ham,The authentic one is on the left
1096,ham,left is real
1097,ham,"If you can get it for $500, why would you pay $50,000+ to get an identical one?"
1098,spam,Excellent video Jenni
1099,ham,"It's crap and you can see the difference, and if your buying these watches, you should be opening it up"
1100,ham,Right
1101,ham,I picked before you showed which was which
1102,ham,"Sorry but I will buy the rep, if I like the watch that much after wearing it for a year. I can always buy the gen after. And if your rep get stolen who cares! If will buy the v2 after 😂"
1103,ham,"Only fools will buy €60,000 watch and think it's an investment."
1104,ham,"That's not a 500€ Patek Philippe replica. At that price range you're getting a 1:1, at least the front would look identical. There are many high end replica makers , some better than others."
1105,ham,I found these 300 aus in Melbourne.
1106,ham,I will buy the replica and save my money.
1107,ham,Lol if you wanna be practical these days just buy the replica
1108,ham,left is authentic
1109,ham,If the Nautilus never existed and this was an original watch on it's own it would be incredible for the price.  Technically it still is but because it's a copy of something else it will never be perceived as good as it really is.  It's unfortunate that black market money is what's funding these kinds of watches.
1110,ham,I would not buy fake watch even for $1.00. In my mind I will always know I am lying when someone ask me about my watch on my wrist. Bad karma.
1111,ham,I need the link for that fake lol
1112,ham,"I read a comment somewhere, can't remember where, in which a Chinese guy said that genuine Rolex's were $80 watches.  By which he meant that this was the cost to manufacture them in China.  I understand that Patek pay considerably more attention to the details, especially the movement.  But if a $6 k Rolex can be made for $80, then on this metric a $60 k Patek can be made for ~$800!"
1113,ham,Patel philippe
1114,ham,"You order 10000 legit watches to be made , the parallel factories make 200,000 more for the black market. With internet, they know how much you sell and they are the guys who do the hard work. You are destroying your own brand by outsourcing."
1115,ham,"Take me for example, I have a ""fake"" well finished Rolex Oyster Perpetual for $350 (US dollars) and took the rest of the money to invest and traveling and I'm just 23 years old. I can't picture my self spending thousands of dollars on a watch If I love traveling more than watches. That's my experience so far. No regrets. Great video!! I subscribed."
1116,ham,Do you have the link of the fake one?
1117,ham,"PP is of course overpriced. As a jewelry, it also looks cheap."
1118,ham,Soooo where can we buy this fake? Lol
1119,ham,can someone give me the link for the fake one ?
1120,ham,"It’s great that there is something for every one, some people love to buy cheap copy’s others prefer the real thing.  I can only recommend that people visit the Patek facility or indeed any other high end watch house (I don’t include Rolex, who I agree are the antithesis of marketing over quality) before trying to convince others and themselves that watches made in Chinese sweat shops by machine rather than man has anything whatsoever to do with horology.  Perhaps this channel could show its viewers what really goes into creating and bring to market new high end watch, rather than promoting the counterfeiting trade which results in the exploitation a misery of women, children and men all over the world."
1121,ham,Left is the authentic
1122,ham,Where can I buy one? lol
1123,ham,If they doesn't look able to afford it then likely its a rep. If they do then it does not matter
1124,ham,"3:22, you've repeated yourself 2 times :) just saying, otherwise the video is great. Thankyou :)"
1125,ham,"you know what shocked me? Just look at 7min and 40secs of the vid. Everything around the glass cover plate isn't polished! 55000 dollars. And if you look up close the fake has a more finished level on that detail. It's also matte but because it's like this on the original. Actual big WTF, even my automatic chinese Tonghji 49 dollar replica nautilus without branding, sterile version is polished on the back, believe me it is a big difference when you look at the watch."
1126,ham,But you buy one of these and you're just cheating yourself.
1127,ham,"tell us please, where is the source to buy the replica :p"
1128,ham,"It's not even worth it to buy a real watch anymore. The difference isn't worth $80,000"
1129,ham,I like the fake one more..i know it sounds stupid but its just my feeling.
1130,ham,thats the reason I never go for rolex cause rolex mos fakes out there and rolex do not have glass back ....very hard to spot
1131,ham,The replica would only cost about $50 to make in China. So at $500+ it is massively profitable.
1132,ham,"China make entire ETA swiss movement in China...well finished ..only difference is weight and thickness and also they are not long lasting, work 2-3 years max"
1133,ham,So I should pay 10x for minor details 🤔 then I should feel bad about buyin somethin similar 🤔🤔 All for somethin that only tells time. My phone can tell me the time. A watch is a watch is a watch..
1134,ham,thought women could not understand from the watches
1135,ham,Ce genre de vidéo permet aux gens de ne pas se faire arnaquer mais elle permet aussi aux faussaires d'améliorer leurs produits...
1136,ham,"I have a Tissot Le Locle of 480 Euro. I have a feeling 500 Euro is about the price where you can get a decent watch with all the boxes ticked, like applied markers, nicely centered date window, sapphire glass, decent timekeeping using an ETA workhorse-movement, …
Both the real and the fake are very nice watches, I think it's a bit of a 'first world problem' to get worked up about this. I guess it devaluates the brand a lot if people wearing them are in first place labelled 'fake watch wearers' at first impression."
1137,ham,Who knows the fake one? I would use it
1138,ham,"Who is the maker of the replica watch? There is many factories and the quality different. The movement’s “original ETA” can be found on the 1 to 1 replica. For all the differences you mentioned in your video, I would pay for your watch 600€ only 😜"
1139,ham,I could probably convince myself to buy a fake seiko but a fake  Patek no way.
1140,ham,What a bloody rip off charging people £60k for a watch. WTF.
1141,ham,my option: buy the fake one and a nice car with the other 59.500 dollars. thanks.
1142,ham,I recently came face to face with the temptation to buy a replica. it was a yacht master that was so well done I could not tell the difference even when compared to the real thing that I had access at the time but I kept coming back to the same thought which was that while most people would be fooled I would always know I wore a fake. Now if only these people would put their talent to making something original.
1143,spam,You are somehow promoting fake watches ! Stop these videos !
1144,ham,None of these irregularities would be spotted by someone walking past/sitting next to you if the person walking past or sitting next to you even knew what and who Patek Phillipe is... I’ve been deliberating over buying a rep for a long time I have a great website which has great reviews. I think the Nautillus is a bit too obvious something like the aquanaut is probably something I’d get away with
1145,ham,"You really don't need a loupe to see the hands and determine that it's a fake. The dial color, while at first glance looks good, is still wrong and poorly finished, the Patek Philippe branding also looks thin and fake. The finish of the movement gives it away."
1146,ham,Ten past ten did a review on the fake Audemars Piguet 15500. Will you be covering this watch? Unfortunately i was not able to understand the review since I do not speak german
1147,ham,Replica looks better
1148,ham,I think most people would only  buy a Patek from a reputable dealer. But I supposed one could be caught out at a none premium watch auction. To be honest I would be the fake for $500 just for the fun of it. The reason being is an onlooker cannot tell the difference on your arm and nice watches open doors.
1149,ham,"For these fake watch manufacturers, they just need some creative designer and good advertisers . I believe they can make perfect own watch for a reasonable price."
1150,ham,the fact that you can make a replica easily for so cheap tells that luxury watches are way too overpriced. just low tech luxury goods where you pay 90% for the brand and image.
1151,ham,"FUNNY THING: Fake ones works the same, looks the same and lasts you as long as real one. No reason to waste money :D :D"
1152,ham,The biggest tell on any replica is that the replica movement is not free sprung (meaning the timing is adjusted by screws on the balance wheel instead of s regulator) I have never seen a fake replicate this including in other fakes like Rolex and Omega
1153,ham,"How can a watch made out of stainless steel cost 60Ks? At this price point only white gold should be taken into consideration. Nevertheless, it is a very bad looking watch. Perfection in ugliness. I would not wear it even if the real one”s cost was 500$."
1154,ham,I can’t afford the original. Can someone please link the fake?
1155,ham,"Anyone who cares about authenticity of a PP is going to go to a legit AD. In other words, no one who cares about legitimacy thinks they’re getting a real PP for 500 euro. 
So, only cheesy posers are buying these copies. They are well-made copies, sure...but they are copies nonetheless. There are plenty of legitimate watch companies that make excellent-quality pieces for around 500 euro. A person who isn’t trying to fool others would get one of those. These copies may be as good as an authentic 500 euro Seiko, you say. Perhaps. But people don’t buy fake PPs for the quality of the fake (which will offer no service or warranty of any kind), do they? If that were the case, fakers would make their own brand at this quality and price point, as there would be no market in the fake game."
1156,ham,Where can i get this fake watch? For educational purposes
1157,ham,"If you can make a fake that decent, why not just make your own original watches?"
1158,ham,"Those who want to buy a fake, be careful, you may come across a double fake!"
1159,ham,Is it just me that thinks the nautilus is ugly
1160,ham,è più bello quello fake
1161,ham,"China has absolutely no respect for intellectual property. How great would a watch be from this factory that had a unique style and brand? Build something for yourself, don’t copy. Don’t support these fakers either."
1162,ham,I don't think I would have been able to spot this fake if sold as authentic.
1163,ham,"OK, I will inform the factory to improve the design."
1164,ham,"Apparently the content producer does not read her own comments.  She just make videos and is unaware of her viewer's comment.  The truth about these so called ""LUXURY WATCHES.'' Is that they are ONLY recognized by the ""Watch Snobs"".  In the eyes of average Joe & Jane, they are close enough for $500.  Most of the people who don't care about watches wouldn't pay $500 for a fake, nor will they spend 60k on a GEN.  In addition, ones that will recognize this watch is one that are into it.  To most folks, the 5711 is nothing but another watch we can careless about.  So to pinpoint the difference is absurd.  Are you going to ask someone who has that watch on ""is that real? Let me compare it.""  What if that person is someone who is well dressed in a suit and looked like he can afford it.  What about a rich teen came from old money who's dad gave him a real watch but he dressed in sneakers and jeans with a T shirt.. You'll automatically assume it's a fake."
1165,ham,"Don’t buy fake copies, unless it’s simply a matter of what you want others to think! Wast of hard earned money!"
1166,ham,Fake Patek with better finish then any Tag Heur
1167,ham,The one on the right is the fake
1168,ham,Thats horrible and disgusting! Where?
1169,ham,I like the replica more haha 🤣
1170,ham,"Consider that most people who own a Patek are well educated. I think we can all agree as to that fact.  Naturally it follows that as educated people, how would an educated person be willing to fork out the equivalent of a Mercedes SUV to own a watch that is, as you say, indistinguishable from the authentic.  I like corporations.  i dont like replicas. However there should be security features and millwork, handwork etc. that are too expensive for a company to replicate. Essentially, if PP's watch can be easily replicated for $500, then they are simply not producing watch of sufficient quality."
1171,ham,The fake actually looks better if you ask me.
1172,ham,i want whis watch.. how i can find this?
1173,ham,just more proof the originals are way over priced and not worth the cost
1174,ham,"""I am to show you how to spot a fake right away"" girllll you speak A LOT before getting to the point."
1175,ham,"In my opinion, fake watchmakers are getting to the point where there movements are being made with the same materials and machines the official brands are using. If another company can make the watch for $1000 or less and we're happy to pay $65,000 for the same thing but it's been stamped by a brand, then maybe we have to ask ourselves, have we let these watch companies get above their station? With the Nautilus I would say that's a big o'l yes!"
1176,ham,"Both are ugly looking watches.500 is best option for me, i hate overpirced watches"
1177,ham,where did you buy it? i want one
1178,ham,"This shows anyone just truly how much that original Patek truly is worth.  Nothing close to what they are asking for it. :-)
The Chinese are actually doing the end buyer a favor in this case."
1179,ham,"if u rich, u wear fake, also people say real; if u poor, u wear real, also people say fake."
1180,ham,This channel is becoming like horology house comparing real and fakes. Soon will she be selling them too like that dude?
1181,ham,"The only way not to make a huge mistake and pay €60,000 for a fake is pay €500 for a fake."
1182,ham,I'm buying the fake!
1183,ham,I prefer the fake it costs only € 500 and I have money left for the Porsche 😜
1184,ham,"Amazing review, I loved the details and the spot-on comments about the mechanism and the finish. Yet, I have a major problem with all of this.... WHERE'S THE FREAKING LINK TO THE WATCH????????????? I want to buy me one!!!!!"
1185,ham,The right one is fake
1186,ham,"The clever fakers are putting original movement in faked case and straps and fake box and papers. I was offerred a fake Hublot F1 with diamond bezel. the case and movement were fake. real strap and clasp as clasp is big giveaway on these but the diamonds were real? that is going almost the full hog to get away with it. the diamonds were worth more than the watch, very odd?"
1187,ham,"Little people realize this is the price of a tesla... and doesn’t even get close to the quality and technology offered by tesla... not to mention the actual price of the materials used in the watch compared with the car.
And yes i know I’m comparing a car with a watch but I’m not the one that is selling a watch for the price of a luxury car..."
1188,ham,"Here's a question: If people can clone original watches so perfectly that there's 0% difference, then what will be the point of having the originals?"
1189,ham,Do you know why the fake watches are getting better and better every day!? It is of because of people like you who tells them what they have done wrong so the next time the fake watch designers will take your point in account and will reform their mistake. Actually YOU are the people who are helping them getting better and better..
1190,ham,I don't understand why someone would knowingly buy a fake
1191,ham,anybody can fake a PP. you wont see fake spring drive or Oceanus.
1192,ham,"Honestly who cares. Who’s gonna drop 60K on a watch that’s watching this? If you enjoy it, buy the fake for a couple hundred, enjoy it, and just don’t lie about it if asked. Enjoy life."
1193,ham,"If I had a real one, I'd probably buy the fake to wear around town.  The real one is an investment piece.  Why worry about scratching it, when it should really be sitting in a vault to gain value.  Only time to ever wear the real one is when you've got to get $60K out of the country on your wrist :)  Losing a $60K nautilus in a street robbery is unacceptable.  If the Swiss German woman in the watch industry needs a magnifying glass to tell the difference, then why not just pass it off.  But alas, the only place I'd ever wear a $60K hunk of gunk on my wrist is Vegas or Asia.  Otherwise it's too much watch for almost any kind of business deal or board room setting, at least on America's west coast, except for maybe Hollywood."
